2019-10-17 17:57:05,2911.3
2019-10-17 18:00:05,2911.3
2019-10-17 18:00:34,2911.3
2019-10-17 18:00:52,2911.3
2019-10-17 18:03:17,2911.3
2019-10-17 18:03:31,2911.3
2019-10-17 18:04:34,2911.3
2019-10-17 18:04:44,2911.3
2019-10-17 18:04:54,2911.3
2019-10-17 18:05:04,2911.3
2019-10-17 18:05:14,2911.3
2019-10-17 18:05:24,127457.5
2019-10-17 18:05:34,127457.5
2019-10-17 18:05:44,127457.5
2019-10-17 18:06:00,127457.5
2019-10-17 18:06:01,127457.5
2019-10-17 18:06:02,127457.5
2019-10-17 18:06:03,127457.5
2019-10-17 18:06:04,127457.5
2019-10-17 18:06:05,127457.5
2019-10-17 18:06:06,127457.5
2019-10-17 18:06:07,127457.5
2019-10-17 18:06:08,127457.5
2019-10-17 18:06:09,127457.5
2019-10-17 18:06:10,2270.1
2019-10-17 18:06:11,2270.1
2019-10-17 18:06:12,2270.1
2019-10-17 18:06:13,2270.1
2019-10-17 18:06:14,2270.1
2019-10-17 18:06:15,2270.1
2019-10-17 18:06:16,2270.1
2019-10-17 18:06:17,2270.1
2019-10-17 18:06:18,2270.1
2019-10-17 18:06:19,2270.1
2019-10-17 18:06:20,2270.1
2019-10-17 18:06:21,2270.1
2019-10-17 18:06:22,2270.1
2019-10-17 18:06:23,2270.1
2019-10-17 18:06:24,2270.1
2019-10-17 18:06:25,2270.1
2019-10-17 18:06:26,2270.1
2019-10-17 18:06:27,2270.1
2019-10-17 18:06:28,2270.1
2019-10-17 18:06:29,2270.1
2019-10-17 18:06:30,2270.1
2019-10-17 18:06:31,2270.1
2019-10-17 18:06:32,2270.1
2019-10-17 18:06:33,2270.1
2019-10-17 18:06:34,2270.1
2019-10-17 18:06:35,54686.0
2019-10-17 18:06:36,54686.0
2019-10-17 18:06:37,54686.0
2019-10-17 18:06:39,54686.0
2019-10-17 18:06:40,54686.0
2019-10-17 18:06:41,54686.0
2019-10-17 18:06:42,54686.0
2019-10-17 18:06:43,54686.0
2019-10-17 18:06:44,54686.0
2019-10-17 18:06:45,54686.0
2019-10-17 18:06:46,8040.2
2019-10-17 18:06:47,8040.2
2019-10-17 18:06:48,8040.2
2019-10-17 18:06:49,8040.2
2019-10-17 18:06:50,8040.2
2019-10-17 18:06:51,8040.2
2019-10-17 18:06:52,8040.2
2019-10-17 18:06:53,8040.2
2019-10-17 18:06:54,8040.2
2019-10-17 18:06:55,8040.2
2019-10-17 18:06:56,60383.0
2019-10-17 18:06:57,60383.0
2019-10-17 18:06:58,60383.0
2019-10-17 18:06:59,60383.0
2019-10-17 18:07:00,60383.0
2019-10-17 18:07:01,60383.0
2019-10-17 18:07:02,60384.0
2019-10-17 18:07:03,60383.0
2019-10-17 18:07:04,60383.0
2019-10-17 18:07:05,60383.0
2019-10-17 18:07:06,60383.0
2019-10-17 18:07:07,60383.0
2019-10-17 18:07:08,60383.0
2019-10-17 18:07:09,60383.0
2019-10-17 18:07:10,60383.0
2019-10-17 18:07:11,60383.0
2019-10-17 18:07:12,60383.0
2019-10-17 18:07:13,60383.0
2019-10-17 18:07:14,60383.0
2019-10-17 18:07:15,60383.0
2019-10-17 18:07:16,60383.0
2019-10-17 18:07:17,60383.0
2019-10-17 18:07:18,60383.0
2019-10-17 18:07:19,60383.0
2019-10-17 18:07:20,60383.0
2019-10-17 18:07:21,60383.0
2019-10-17 18:07:22,60383.0
2019-10-17 18:07:23,60383.0
2019-10-17 18:07:24,60383.0
2019-10-17 18:07:25,60383.0
